PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,Season
1546.0,1151.0,769.0,1874.0,1122.0,18.5,43.8,0.9252,2004-03-21 18:00:00,spring
1501.0,1071.0,823.0,1744.0,1130.0,17.8,48.1,0.9689,2004-03-21 19:00:00,spring
1605.0,1153.0,769.0,1840.0,1637.0,17.9,46.9,0.952,2004-03-21 20:00:00,spring
1316.0,974.0,883.0,1673.0,1272.0,17.4,49.1,0.9688,2004-03-21 21:00:00,spring
1195.0,898.0,933.0,1594.0,1098.0,17.0,51.7,0.9914,2004-03-21 22:00:00,spring
1211.0,896.0,920.0,1624.0,1066.0,16.4,55.1,1.0198,2004-03-21 23:00:00,spring
1161.0,815.0,995.0,1582.0,909.0,16.1,60.0,1.0919,2004-03-22 00:00:00,spring
1095.0,767.0,1050.0,1547.0,818.0,15.8,60.5,1.0805,2004-03-22 01:00:00,spring
897.0,563.0,818.0,1355.0,472.0,16.3,57.0,1.0491,2004-03-22 02:00:00,spring
842.0,468.0,818.0,1274.0,394.0,16.9,53.9,1.0309,2004-03-22 03:00:00,spring
854.0,481.0,818.0,1304.0,396.0,16.1,55.9,1.0153,2004-03-22 04:00:00,spring
845.0,472.0,818.0,1278.0,378.0,16.5,53.9,1.0049,2004-03-22 05:00:00,spring
942.0,586.0,818.0,1373.0,432.0,16.4,54.0,0.9979,2004-03-22 06:00:00,spring
1090.0,768.0,1072.0,1538.0,699.0,15.7,57.6,1.0195,2004-03-22 07:00:00,spring
1514.0,1230.0,732.0,1996.0,1252.0,15.8,53.7,0.9571,2004-03-22 08:00:00,spring
1379.0,1252.0,711.0,1962.0,1237.0,17.4,42.1,0.8281,2004-03-22 09:00:00,spring
1074.0,854.0,1032.0,1484.0,772.0,17.9,38.4,0.7793,2004-03-22 10:00:00,spring
1090.0,868.0,1026.0,1509.0,766.0,18.5,36.7,0.7764,2004-03-22 11:00:00,spring
1110.0,964.0,947.0,1577.0,829.0,21.0,29.6,0.7263,2004-03-22 12:00:00,spring
1102.0,994.0,955.0,1599.0,783.0,21.3,28.1,0.7067,2004-03-22 13:00:00,spring
1100.0,1021.0,952.0,1607.0,822.0,21.3,26.1,0.6539,2004-03-22 14:00:00,spring
1094.0,1003.0,965.0,1574.0,813.0,21.3,26.8,0.6681,2004-03-22 15:00:00,spring
1076.0,1034.0,964.0,1544.0,813.0,21.3,24.2,0.606,2004-03-22 16:00:00,spring
1152.0,1062.0,928.0,1606.0,850.0,20.2,28.5,0.6682,2004-03-22 17:00:00,spring
1407.0,1249.0,720.0,1932.0,1276.0,17.0,43.1,0.8264,2004-03-22 18:00:00,spring
1438.0,1325.0,678.0,1993.0,1401.0,15.6,47.4,0.8347,2004-03-22 19:00:00,spring
1425.0,1325.0,678.0,1965.0,1356.0,15.3,47.4,0.8178,2004-03-22 20:00:00,spring
1279.0,1131.0,775.0,1758.0,1243.0,14.5,49.7,0.8177,2004-03-22 21:00:00,spring
1132.0,916.0,920.0,1561.0,1083.0,13.9,52.0,0.8231,2004-03-22 22:00:00,spring
1006.0,729.0,1142.0,1370.0,795.0,14.5,49.4,0.8106,2004-03-22 23:00:00,spring
982.0,700.0,1204.0,1359.0,735.0,13.8,51.4,0.8071,2004-03-23 00:00:00,spring
969.0,636.0,1271.0,1309.0,684.0,14.0,51.3,0.8163,2004-03-23 01:00:00,spring
941.0,621.0,1298.0,1330.0,714.0,13.0,56.8,0.8444,2004-03-23 02:00:00,spring
892.0,522.0,818.0,1285.0,456.0,11.0,70.0,0.9215,2004-03-23 03:00:00,spring
855.0,478.0,818.0,1261.0,401.0,10.1,76.8,0.9483,2004-03-23 04:00:00,spring
834.0,459.0,818.0,1212.0,361.0,8.8,80.5,0.9147,2004-03-23 05:00:00,spring
909.0,567.0,818.0,1287.0,418.0,9.6,75.4,0.9004,2004-03-23 06:00:00,spring
1061.0,745.0,1178.0,1429.0,616.0,9.8,75.0,0.9093,2004-03-23 07:00:00,spring
1441.0,1124.0,851.0,1829.0,1089.0,10.0,74.2,0.9117,2004-03-23 08:00:00,spring
1498.0,1325.0,684.0,2095.0,1329.0,11.2,69.7,0.9232,2004-03-23 09:00:00,spring
1343.0,1185.0,760.0,1857.0,1311.0,12.0,62.9,0.8803,2004-03-23 10:00:00,spring
1308.0,1166.0,792.0,1794.0,1236.0,12.8,55.8,0.821,2004-03-23 11:00:00,spring
1209.0,1097.0,837.0,1746.0,1147.0,13.1,54.8,0.8234,2004-03-23 12:00:00,spring
1310.0,1207.0,770.0,1847.0,1301.0,13.8,53.4,0.8351,2004-03-23 13:00:00,spring
1171.0,1064.0,881.0,1639.0,1097.0,16.0,42.4,0.7674,2004-03-23 14:00:00,spring
1112.0,980.0,924.0,1589.0,900.0,14.1,49.8,0.7971,2004-03-23 15:00:00,spring
1132.0,927.0,944.0,1570.0,781.0,12.0,61.1,0.8537,2004-03-23 16:00:00,spring
1225.0,1111.0,818.0,1719.0,1013.0,13.6,54.6,0.8465,2004-03-23 17:00:00,spring
1065.0,953.0,962.0,1514.0,790.0,13.7,49.5,0.7695,2004-03-23 18:00:00,spring
1236.0,1084.0,854.0,1688.0,1059.0,11.7,57.1,0.7822,2004-03-23 19:00:00,spring
1309.0,1126.0,812.0,1722.0,1205.0,11.5,58.2,0.7867,2004-03-23 20:00:00,spring
1089.0,884.0,1006.0,1487.0,975.0,12.6,54.2,0.7881,2004-03-23 21:00:00,spring
1000.0,776.0,1141.0,1375.0,896.0,12.0,54.9,0.7664,2004-03-23 22:00:00,spring
1041.0,782.0,1105.0,1425.0,911.0,11.0,61.4,0.8057,2004-03-23 23:00:00,spring
1045.0,756.0,1137.0,1411.0,902.0,11.1,62.2,0.8199,2004-03-24 00:00:00,spring
997.0,744.0,1151.0,1405.0,832.0,10.8,62.5,0.8082,2004-03-24 01:00:00,spring
948.0,634.0,1320.0,1326.0,715.0,11.3,60.0,0.8025,2004-03-24 02:00:00,spring
878.0,551.0,818.0,1272.0,683.0,10.6,61.6,0.7856,2004-03-24 03:00:00,spring
908.0,559.0,818.0,1287.0,721.0,10.2,62.7,0.7813,2004-03-24 04:00:00,spring
892.0,522.0,818.0,1255.0,648.0,10.9,58.6,0.7628,2004-03-24 05:00:00,spring
954.0,561.0,818.0,1255.0,612.0,10.8,57.2,0.7382,2004-03-24 06:00:00,spring
1045.0,751.0,1186.0,1403.0,800.0,10.4,59.2,0.7455,2004-03-24 07:00:00,spring
1383.0,1109.0,832.0,1706.0,1173.0,11.0,57.3,0.7501,2004-03-24 08:00:00,spring
1597.0,1395.0,652.0,2080.0,1519.0,11.2,56.9,0.7565,2004-03-24 09:00:00,spring
1318.0,1124.0,762.0,1770.0,1287.0,12.1,54.9,0.7734,2004-03-24 10:00:00,spring
1138.0,898.0,950.0,1505.0,966.0,15.1,44.3,0.7535,2004-03-24 11:00:00,spring
1098.0,842.0,1012.0,1440.0,828.0,15.6,40.6,0.7146,2004-03-24 12:00:00,spring
1118.0,927.0,959.0,1477.0,825.0,16.9,34.6,0.6597,2004-03-24 13:00:00,spring
1170.0,1009.0,879.0,1566.0,872.0,16.6,35.6,0.6697,2004-03-24 14:00:00,spring
1112.0,842.0,1015.0,1494.0,680.0,11.3,63.9,0.8554,2004-03-24 15:00:00,spring
1390.0,1028.0,829.0,1730.0,1002.0,9.6,81.1,0.972,2004-03-24 16:00:00,spring
1353.0,1096.0,774.0,1783.0,1159.0,11.7,69.1,0.9497,2004-03-24 17:00:00,spring
1260.0,1050.0,828.0,1722.0,979.0,10.7,68.5,0.8794,2004-03-24 18:00:00,spring
1501.0,1302.0,681.0,2008.0,1311.0,10.7,67.3,0.8643,2004-03-24 19:00:00,spring
1273.0,1130.0,795.0,1744.0,1071.0,10.8,65.7,0.8486,2004-03-24 20:00:00,spring
1179.0,955.0,928.0,1571.0,899.0,10.3,66.3,0.8336,2004-03-24 21:00:00,spring
1047.0,809.0,1064.0,1435.0,766.0,10.1,66.9,0.8248,2004-03-24 22:00:00,spring
973.0,739.0,1186.0,1354.0,589.0,10.4,61.1,0.7717,2004-03-24 23:00:00,spring
997.0,737.0,1168.0,1341.0,631.0,10.3,59.9,0.7516,2004-03-25 00:00:00,spring
970.0,621.0,1400.0,1249.0,479.0,11.0,58.4,0.7686,2004-03-25 01:00:00,spring
902.0,568.0,818.0,1253.0,479.0,9.1,68.1,0.789,2004-03-25 02:00:00,spring
921.0,538.0,818.0,1224.0,417.0,9.5,68.2,0.8091,2004-03-25 03:00:00,spring
858.0,490.0,818.0,1212.0,378.0,9.3,72.3,0.8496,2004-03-25 04:00:00,spring
878.0,457.0,818.0,1158.0,344.0,9.9,66.8,0.8152,2004-03-25 05:00:00,spring
893.0,540.0,818.0,1268.0,413.0,7.6,83.2,0.8695,2004-03-25 06:00:00,spring
1038.0,697.0,1260.0,1383.0,605.0,8.1,79.0,0.8544,2004-03-25 07:00:00,spring
1320.0,1035.0,902.0,1721.0,991.0,8.7,74.6,0.8429,2004-03-25 08:00:00,spring
1353.0,1235.0,740.0,1937.0,1175.0,8.6,75.1,0.8415,2004-03-25 09:00:00,spring
1133.0,933.0,969.0,1552.0,923.0,9.7,69.7,0.8389,2004-03-25 10:00:00,spring
1066.0,849.0,1039.0,1468.0,829.0,11.0,64.4,0.8447,2004-03-25 11:00:00,spring
1027.0,809.0,1081.0,1442.0,733.0,13.6,53.0,0.8209,2004-03-25 12:00:00,spring
1106.0,935.0,958.0,1570.0,819.0,14.2,48.4,0.778,2004-03-25 13:00:00,spring
1038.0,907.0,976.0,1492.0,723.0,14.2,46.3,0.7438,2004-03-25 14:00:00,spring
1084.0,924.0,986.0,1501.0,786.0,16.0,41.3,0.7462,2004-03-25 15:00:00,spring
1105.0,982.0,939.0,1545.0,850.0,17.7,35.4,0.7094,2004-03-25 16:00:00,spring
1102.0,957.0,968.0,1527.0,820.0,17.1,37.4,0.7225,2004-03-25 17:00:00,spring
1240.0,1137.0,836.0,1748.0,991.0,14.9,40.5,0.6835,2004-03-25 18:00:00,spring
1443.0,1418.0,666.0,2060.0,1454.0,13.4,47.8,0.7293,2004-03-25 19:00:00,spring
1389.0,1341.0,692.0,1982.0,1488.0,12.6,52.5,0.7642,2004-03-25 20:00:00,spring
1183.0,989.0,904.0,1539.0,1205.0,12.2,53.2,0.7555,2004-03-25 21:00:00,spring
1014.0,798.0,1083.0,1376.0,909.0,10.6,56.1,0.714,2004-03-25 22:00:00,spring
979.0,736.0,1154.0,1324.0,769.0,9.9,59.5,0.7276,2004-03-25 23:00:00,spring
1048.0,787.0,1098.0,1373.0,835.0,9.6,61.1,0.7323,2004-03-26 00:00:00,spring
1024.0,753.0,1131.0,1357.0,793.0,9.7,61.6,0.7425,2004-03-26 01:00:00,spring
974.0,690.0,1208.0,1313.0,733.0,9.4,62.6,0.7398,2004-03-26 02:00:00,spring
862.0,561.0,818.0,1219.0,502.0,8.2,68.5,0.7455,2004-03-26 03:00:00,spring
925.0,602.0,1398.0,1263.0,562.0,8.0,69.4,0.7459,2004-03-26 04:00:00,spring
952.0,654.0,1210.0,1312.0,832.0,7.7,72.4,0.7655,2004-03-26 05:00:00,spring
1005.0,713.0,1130.0,1363.0,924.0,8.0,71.8,0.7711,2004-03-26 06:00:00,spring
1122.0,842.0,1015.0,1438.0,974.0,8.5,66.3,0.7375,2004-03-26 07:00:00,spring
1351.0,1201.0,783.0,1828.0,1307.0,9.8,59.6,0.7214,2004-03-26 08:00:00,spring
1408.0,1278.0,682.0,1928.0,1481.0,11.2,57.0,0.7544,2004-03-26 09:00:00,spring
1304.0,1142.0,772.0,1747.0,1405.0,14.8,44.1,0.7407,2004-03-26 10:00:00,spring
1207.0,1098.0,826.0,1664.0,1195.0,16.8,35.3,0.6729,2004-03-26 11:00:00,spring
1099.0,1014.0,948.0,1503.0,868.0,19.2,27.1,0.5976,2004-03-26 12:00:00,spring
1106.0,1068.0,915.0,1535.0,874.0,19.1,26.2,0.5741,2004-03-26 13:00:00,spring
1009.0,916.0,1015.0,1391.0,738.0,16.3,30.8,0.5683,2004-03-26 14:00:00,spring
962.0,776.0,1152.0,1279.0,550.0,14.2,36.8,0.5922,2004-03-26 15:00:00,spring
1093.0,933.0,976.0,1454.0,777.0,13.4,41.0,0.6292,2004-03-26 16:00:00,spring
1180.0,1023.0,886.0,1588.0,966.0,14.2,43.3,0.6982,2004-03-26 17:00:00,spring
1168.0,1037.0,868.0,1580.0,990.0,12.1,45.6,0.6403,2004-03-26 18:00:00,spring
1168.0,1063.0,876.0,1540.0,944.0,10.4,48.0,0.6046,2004-03-26 19:00:00,spring
1140.0,1000.0,916.0,1490.0,962.0,10.0,51.1,0.628,2004-03-26 20:00:00,spring
1001.0,811.0,1097.0,1308.0,778.0,9.8,50.8,0.6172,2004-03-26 21:00:00,spring
953.0,743.0,1185.0,1252.0,690.0,9.7,50.4,0.6063,2004-03-26 22:00:00,spring
972.0,715.0,1237.0,1258.0,644.0,9.9,50.2,0.6103,2004-03-26 23:00:00,spring
1021.0,776.0,1144.0,1307.0,753.0,9.4,53.4,0.63,2004-03-27 00:00:00,spring
940.0,664.0,1290.0,1232.0,646.0,8.6,57.8,0.6488,2004-03-27 01:00:00,spring
1046.0,736.0,1142.0,1312.0,838.0,8.1,62.1,0.6746,2004-03-27 02:00:00,spring
1026.0,699.0,1191.0,1292.0,851.0,7.9,63.5,0.6777,2004-03-27 03:00:00,spring
983.0,698.0,1209.0,1296.0,801.0,7.4,64.8,0.6683,2004-03-27 04:00:00,spring
915.0,578.0,818.0,1212.0,665.0,8.2,58.9,0.6444,2004-03-27 05:00:00,spring
935.0,615.0,1373.0,1250.0,717.0,6.3,66.6,0.641,2004-03-27 06:00:00,spring
976.0,669.0,1270.0,1266.0,795.0,7.2,62.9,0.6396,2004-03-27 07:00:00,spring
1124.0,842.0,1050.0,1418.0,936.0,7.2,63.9,0.65,2004-03-27 08:00:00,spring
1163.0,919.0,922.0,1530.0,1076.0,11.1,50.5,0.6654,2004-03-27 09:00:00,spring
1167.0,966.0,942.0,1520.0,1016.0,15.5,36.1,0.6313,2004-03-27 10:00:00,spring
1121.0,955.0,992.0,1451.0,834.0,17.8,29.2,0.592,2004-03-27 11:00:00,spring
1071.0,940.0,994.0,1449.0,756.0,17.6,30.1,0.6013,2004-03-27 12:00:00,spring
1065.0,979.0,950.0,1467.0,766.0,19.1,26.8,0.5861,2004-03-27 13:00:00,spring
1157.0,1072.0,888.0,1596.0,905.0,17.7,28.6,0.5735,2004-03-27 14:00:00,spring
1046.0,883.0,1051.0,1357.0,765.0,17.8,28.4,0.5737,2004-03-27 15:00:00,spring
1147.0,1042.0,934.0,1538.0,830.0,18.7,26.0,0.5555,2004-03-27 16:00:00,spring
1119.0,1022.0,916.0,1508.0,853.0,17.1,31.3,0.6038,2004-03-27 17:00:00,spring
1210.0,1062.0,886.0,1586.0,981.0,15.8,36.1,0.644,2004-03-27 18:00:00,spring
1306.0,1079.0,827.0,1621.0,1286.0,14.7,40.1,0.6657,2004-03-27 19:00:00,spring
1258.0,1057.0,841.0,1633.0,1244.0,13.6,44.9,0.6991,2004-03-27 20:00:00,spring
1148.0,930.0,948.0,1475.0,1056.0,12.5,48.1,0.6946,2004-03-27 21:00:00,spring
1108.0,848.0,1023.0,1421.0,1003.0,11.8,50.8,0.7042,2004-03-27 22:00:00,spring
1231.0,924.0,906.0,1483.0,1245.0,10.9,56.1,0.7326,2004-03-27 23:00:00,spring
1293.0,937.0,930.0,1464.0,1200.0,10.9,55.9,0.7277,2004-03-28 00:00:00,spring
1274.0,912.0,939.0,1451.0,1188.0,10.3,58.1,0.7278,2004-03-28 01:00:00,spring
1135.0,827.0,1013.0,1395.0,1070.0,9.3,62.2,0.7294,2004-03-28 02:00:00,spring
1151.0,911.0,935.0,1501.0,1075.0,8.2,66.7,0.7276,2004-03-28 03:00:00,spring
1010.0,769.0,1110.0,1396.0,895.0,8.3,64.9,0.7124,2004-03-28 04:00:00,spring
870.0,626.0,1325.0,1284.0,755.0,9.6,58.5,0.7,2004-03-28 05:00:00,spring
983.0,688.0,1251.0,1342.0,806.0,7.7,66.4,0.699,2004-03-28 06:00:00,spring
995.0,691.0,1219.0,1321.0,836.0,7.4,68.0,0.7043,2004-03-28 07:00:00,spring
1024.0,747.0,1136.0,1382.0,897.0,9.7,58.6,0.7035,2004-03-28 08:00:00,spring
1163.0,880.0,959.0,1486.0,1073.0,12.5,50.1,0.7242,2004-03-28 09:00:00,spring
1218.0,938.0,918.0,1501.0,1088.0,16.8,36.9,0.7018,2004-03-28 10:00:00,spring
1210.0,958.0,933.0,1514.0,1036.0,19.2,31.3,0.6887,2004-03-28 11:00:00,spring
1114.0,887.0,1020.0,1438.0,768.0,21.3,26.4,0.6607,2004-03-28 12:00:00,spring
995.0,796.0,1159.0,1287.0,587.0,21.2,23.1,0.5768,2004-03-28 13:00:00,spring
927.0,700.0,1285.0,1189.0,452.0,18.6,25.0,0.5319,2004-03-28 14:00:00,spring
1002.0,754.0,1189.0,1260.0,470.0,18.0,27.3,0.5594,2004-03-28 15:00:00,spring
987.0,727.0,1213.0,1244.0,502.0,18.2,28.3,0.5848,2004-03-28 16:00:00,spring
993.0,714.0,1217.0,1238.0,516.0,17.0,31.4,0.6048,2004-03-28 17:00:00,spring
1012.0,746.0,1174.0,1301.0,555.0,15.6,35.0,0.617,2004-03-28 18:00:00,spring
1114.0,823.0,1068.0,1357.0,671.0,14.1,40.2,0.6438,2004-03-28 19:00:00,spring
1093.0,789.0,1102.0,1329.0,788.0,13.4,43.2,0.6623,2004-03-28 20:00:00,spring
968.0,669.0,1261.0,1246.0,538.0,12.3,46.8,0.6686,2004-03-28 21:00:00,spring
960.0,666.0,1266.0,1224.0,544.0,11.9,46.5,0.6449,2004-03-28 22:00:00,spring
942.0,648.0,1300.0,1204.0,500.0,11.5,46.6,0.6319,2004-03-28 23:00:00,spring
888.0,598.0,1396.0,1156.0,417.0,10.6,48.0,0.6135,2004-03-29 00:00:00,spring
818.0,524.0,818.0,1071.0,341.0,10.7,45.8,0.5895,2004-03-29 01:00:00,spring
840.0,509.0,818.0,1076.0,352.0,10.4,46.6,0.5901,2004-03-29 02:00:00,spring
894.0,524.0,818.0,1095.0,397.0,10.1,47.8,0.5913,2004-03-29 03:00:00,spring
864.0,516.0,818.0,1153.0,502.0,11.3,46.9,0.628,2004-03-29 04:00:00,spring
898.0,559.0,818.0,1180.0,648.0,10.1,51.2,0.6341,2004-03-29 05:00:00,spring
946.0,643.0,1309.0,1232.0,760.0,9.9,50.7,0.6167,2004-03-29 06:00:00,spring
1309.0,1125.0,844.0,1687.0,1183.0,8.1,56.8,0.615,2004-03-29 07:00:00,spring
1326.0,1289.0,714.0,1806.0,1431.0,10.9,44.1,0.5748,2004-03-29 08:00:00,spring
966.0,786.0,1111.0,1258.0,705.0,11.8,37.6,0.5184,2004-03-29 09:00:00,spring
975.0,793.0,1133.0,1254.0,637.0,13.9,33.2,0.5222,2004-03-29 10:00:00,spring
988.0,803.0,1105.0,1293.0,658.0,15.6,30.1,0.5285,2004-03-29 11:00:00,spring
971.0,786.0,1129.0,1272.0,546.0,16.5,29.0,0.5406,2004-03-29 12:00:00,spring
1010.0,833.0,1070.0,1332.0,561.0,17.5,27.9,0.5517,2004-03-29 13:00:00,spring
984.0,790.0,1131.0,1268.0,532.0,17.9,26.8,0.5446,2004-03-29 14:00:00,spring
962.0,776.0,1131.0,1247.0,535.0,18.2,26.1,0.5387,2004-03-29 15:00:00,spring
1012.0,801.0,1098.0,1289.0,525.0,18.0,27.1,0.5522,2004-03-29 16:00:00,spring
1058.0,896.0,996.0,1358.0,603.0,17.0,28.9,0.5558,2004-03-29 17:00:00,spring
1173.0,985.0,905.0,1477.0,802.0,16.1,31.3,0.568,2004-03-29 18:00:00,spring
1127.0,907.0,957.0,1404.0,796.0,14.5,35.4,0.5839,2004-03-29 19:00:00,spring
1020.0,797.0,1066.0,1302.0,689.0,13.2,37.9,0.5733,2004-03-29 20:00:00,spring
949.0,700.0,1221.0,1178.0,553.0,13.1,34.4,0.517,2004-03-29 21:00:00,spring
930.0,710.0,1278.0,1137.0,509.0,13.5,28.5,0.4405,2004-03-29 22:00:00,spring
900.0,643.0,1339.0,1089.0,455.0,12.4,31.9,0.4583,2004-03-29 23:00:00,spring
899.0,630.0,818.0,1050.0,425.0,13.1,26.8,0.4023,2004-03-30 00:00:00,spring
866.0,569.0,818.0,1055.0,436.0,11.6,33.6,0.4595,2004-03-30 01:00:00,spring
900.0,563.0,818.0,1130.0,618.0,10.5,42.9,0.5442,2004-03-30 02:00:00,spring
949.0,540.0,818.0,1104.0,747.0,11.7,38.7,0.5298,2004-03-30 03:00:00,spring
897.0,529.0,818.0,1101.0,693.0,12.2,37.2,0.5277,2004-03-30 04:00:00,spring
956.0,605.0,1341.0,1117.0,691.0,12.9,33.9,0.5037,2004-03-30 05:00:00,spring
1054.0,779.0,1080.0,1266.0,1013.0,11.3,40.3,0.5376,2004-03-30 06:00:00,spring
1343.0,1096.0,839.0,1587.0,1311.0,11.9,38.4,0.5341,2004-03-30 07:00:00,spring
1584.0,1399.0,642.0,1947.0,1675.0,13.3,35.6,0.5416,2004-03-30 08:00:00,spring
1556.0,1337.0,674.0,1852.0,1689.0,16.3,28.8,0.5305,2004-03-30 09:00:00,spring
1565.0,1324.0,695.0,1872.0,1688.0,17.9,28.2,0.5741,2004-03-30 10:00:00,spring
1429.0,1251.0,734.0,1754.0,1548.0,18.3,26.6,0.5529,2004-03-30 11:00:00,spring
1419.0,1267.0,742.0,1763.0,1490.0,20.8,22.5,0.5463,2004-03-30 12:00:00,spring
1373.0,1213.0,791.0,1711.0,1354.0,22.4,20.0,0.5352,2004-03-30 13:00:00,spring
1185.0,992.0,942.0,1448.0,1014.0,20.9,21.7,0.5295,2004-03-30 14:00:00,spring
1122.0,897.0,991.0,1372.0,831.0,19.1,26.5,0.579,2004-03-30 15:00:00,spring
1085.0,820.0,1060.0,1325.0,699.0,18.1,30.6,0.6295,2004-03-30 16:00:00,spring
1249.0,968.0,874.0,1527.0,926.0,17.3,34.7,0.6788,2004-03-30 17:00:00,spring
1236.0,962.0,853.0,1532.0,928.0,15.8,40.4,0.7228,2004-03-30 18:00:00,spring
1334.0,1047.0,815.0,1638.0,1038.0,15.9,42.0,0.7541,2004-03-30 19:00:00,spring
1264.0,928.0,884.0,1534.0,1035.0,15.9,43.5,0.779,2004-03-30 20:00:00,spring
1073.0,746.0,1072.0,1360.0,789.0,15.0,46.1,0.7833,2004-03-30 21:00:00,spring
1053.0,701.0,1147.0,1323.0,692.0,15.1,44.6,0.7574,2004-03-30 22:00:00,spring
1098.0,747.0,1094.0,1360.0,764.0,14.9,43.5,0.7302,2004-03-30 23:00:00,spring
1029.0,702.0,1180.0,1287.0,639.0,14.8,41.0,0.685,2004-03-31 00:00:00,spring
973.0,631.0,1287.0,1240.0,541.0,14.8,40.8,0.6814,2004-03-31 01:00:00,spring
972.0,639.0,1222.0,1256.0,678.0,14.8,40.8,0.6834,2004-03-31 02:00:00,spring
832.0,496.0,818.0,1066.0,381.0,14.2,36.1,0.5823,2004-03-31 03:00:00,spring
851.0,477.0,818.0,1064.0,343.0,14.5,36.1,0.5928,2004-03-31 04:00:00,spring
909.0,545.0,818.0,1131.0,436.0,14.6,36.0,0.5947,2004-03-31 05:00:00,spring
1038.0,684.0,1220.0,1279.0,688.0,14.4,38.5,0.6291,2004-03-31 06:00:00,spring
1636.0,1168.0,721.0,1926.0,1438.0,13.8,58.2,0.9129,2004-03-31 07:00:00,spring
1580.0,1295.0,639.0,1957.0,1489.0,13.2,61.1,0.9256,2004-03-31 08:00:00,spring
1262.0,924.0,872.0,1576.0,1093.0,10.4,74.4,0.9384,2004-03-31 09:00:00,spring
1197.0,837.0,957.0,1498.0,965.0,11.5,71.0,0.9582,2004-03-31 10:00:00,spring
1277.0,886.0,902.0,1579.0,1004.0,12.2,70.0,0.9924,2004-03-31 11:00:00,spring
1430.0,1025.0,779.0,1772.0,1166.0,12.3,73.3,1.0442,2004-03-31 12:00:00,spring
1242.0,944.0,846.0,1638.0,991.0,11.3,78.1,1.0411,2004-03-31 13:00:00,spring
1349.0,1023.0,804.0,1748.0,1054.0,13.6,69.2,1.0746,2004-03-31 14:00:00,spring
1390.0,1100.0,755.0,1799.0,1192.0,14.9,59.3,0.9974,2004-03-31 15:00:00,spring
1224.0,980.0,850.0,1637.0,1055.0,15.7,50.9,0.8997,2004-03-31 16:00:00,spring
1253.0,1026.0,810.0,1681.0,1048.0,15.2,52.9,0.9087,2004-03-31 17:00:00,spring
1312.0,1041.0,821.0,1712.0,1073.0,15.5,50.8,0.8881,2004-03-31 18:00:00,spring
1254.0,1033.0,819.0,1669.0,1068.0,14.3,52.9,0.8581,2004-03-31 19:00:00,spring
1198.0,953.0,882.0,1588.0,1019.0,13.2,56.0,0.8446,2004-03-31 20:00:00,spring
1060.0,787.0,1044.0,1418.0,833.0,12.6,57.0,0.8315,2004-03-31 21:00:00,spring
1050.0,769.0,1078.0,1409.0,759.0,12.3,57.8,0.8224,2004-03-31 22:00:00,spring
1029.0,754.0,1098.0,1395.0,749.0,12.0,58.4,0.8164,2004-03-31 23:00:00,spring
1143.0,825.0,986.0,1477.0,978.0,12.0,61.6,0.8593,2004-04-01 00:00:00,spring
1044.0,770.0,1031.0,1425.0,944.0,11.5,63.9,0.8652,2004-04-01 01:00:00,spring
1034.0,716.0,1085.0,1405.0,891.0,10.7,67.2,0.863,2004-04-01 02:00:00,spring
956.0,713.0,1099.0,1422.0,849.0,9.0,73.1,0.8394,2004-04-01 03:00:00,spring
909.0,615.0,1237.0,1322.0,790.0,10.2,66.6,0.8299,2004-04-01 04:00:00,spring
996.0,648.0,1176.0,1340.0,852.0,11.0,63.7,0.8325,2004-04-01 05:00:00,spring
1154.0,876.0,1002.0,1561.0,987.0,9.6,68.8,0.8243,2004-04-01 06:00:00,spring
1510.0,1291.0,675.0,1949.0,1435.0,9.5,69.6,0.8273,2004-04-01 07:00:00,spring
1075.0,1595.0,539.0,1456.2645979312647,1798.0,11.9,60.9,0.8455,2004-04-01 08:00:00,spring
1512.0,1323.0,631.0,2001.0,1677.0,16.2,48.6,0.8892,2004-04-01 09:00:00,spring
1258.0,1040.0,800.0,1701.0,1282.0,19.2,39.6,0.8693,2004-04-01 10:00:00,spring
1094.0,850.0,970.0,1489.0,871.0,19.7,38.4,0.8743,2004-04-01 11:00:00,spring
1129.0,875.0,974.0,1524.0,759.0,20.6,36.7,0.8797,2004-04-01 12:00:00,spring
1125.0,924.0,937.0,1542.0,790.0,21.8,33.9,0.8771,2004-04-01 13:00:00,spring
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-04-01 14:00:00,spring
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-04-01 15:00:00,spring
1099.8331664998332,939.1533755978201,835.4936047158269,1456.2645979312647,1022.9061283505728,18.31782894005116,49.234200867534206,1.0255302747191635,2004-04-01 16:00:00,spring
1308.0,1193.0,793.0,1193.0,1187.0,23.6,27.5,0.7913,2004-04-01 17:00:00,spring
1529.0,1331.0,700.0,2028.0,1399.0,22.8,32.1,0.8814,2004-04-01 18:00:00,spring
1592.0,1429.0,624.0,2089.0,1644.0,20.8,36.7,0.8878,2004-04-01 19:00:00,spring
1536.0,1302.0,666.0,1922.0,1599.0,18.3,40.9,0.8493,2004-04-01 20:00:00,spring
